branch,policy,stage,id,output_sha256,reviewer,severity,ai_clear,fixed_mae,fixed_ssim,fixed_lpips,mae_alarm,ssim_alarm,lpips_alarm,aligned3_mae,aligned3_ssim,aligned3_lpips
P05,sequential,5,3a8b3ccf1b,b29fc97456cd3f84f2b43093ccea9d3fe5702bb55f1d94c8be875da01a4b1130,b,2,True,0.13363569974899292,0.41188350319862366,0.43358439207077026,True,True,True,0.08119811117649078,0.6378839612007141,0.18988880515098572
P05,sequential,6,345587986a,a47813f7d3aefc2c386f4384c503c27678447332af629c936c3fe5295902e42b,a,3,True,0.13394500315189362,0.40122947096824646,0.4366246163845062,True,True,True,0.08458177000284195,0.6022471785545349,0.20826023817062378
P05,sequential,6,345587986a,a47813f7d3aefc2c386f4384c503c27678447332af629c936c3fe5295902e42b,b,3,True,0.13394500315189362,0.40122947096824646,0.4366246163845062,True,True,True,0.08458177000284195,0.6022471785545349,0.20826023817062378
P05,sequential,7,55ebca671e,824ca468c306cdae41af869c08bed8c0e10c4e1707bc2c9e74fce91fca53ab1a,a,3,True,0.13378362357616425,0.3929974138736725,0.44054850935935974,True,True,True,0.08676925301551819,0.5858847498893738,0.21692466735839844
P05,sequential,7,55ebca671e,824ca468c306cdae41af869c08bed8c0e10c4e1707bc2c9e74fce91fca53ab1a,b,3,True,0.13378362357616425,0.3929974138736725,0.44054850935935974,True,True,True,0.08676925301551819,0.5858847498893738,0.21692466735839844
P05,sequential,8,720b46fba1,5952565501716b3ad06bbbd5e9d307c65ce548f0ed2c5e3aae046a7912bc4f37,a,3,True,0.13546288013458252,0.3777247965335846,0.45329034328460693,True,True,True,0.08829323947429657,0.5617552399635315,0.24069203436374664
P05,sequential,8,720b46fba1,5952565501716b3ad06bbbd5e9d307c65ce548f0ed2c5e3aae046a7912bc4f37,b,3,True,0.13546288013458252,0.3777247965335846,0.45329034328460693,True,True,True,0.08829323947429657,0.5617552399635315,0.24069203436374664
P05,sequential,9,8cf69d26b0,2ecf2d7404183ed9e9888331c55941bf86fceff3e4b66019dfe448122475a1fe,a,3,True,0.13451658189296722,0.37728404998779297,0.45400717854499817,True,True,True,0.08961238712072372,0.5550453066825867,0.24725058674812317
P05,sequential,9,8cf69d26b0,2ecf2d7404183ed9e9888331c55941bf86fceff3e4b66019dfe448122475a1fe,b,3,True,0.13451658189296722,0.37728404998779297,0.45400717854499817,True,True,True,0.08961238712072372,0.5550453066825867,0.24725058674812317
P05,sequential,10,84f3d3e237,d9f6bb7cb333570fa80e508e444b49db0e1cde91640e19f363e7c17b18ebc3f1,a,3,True,0.24122847616672516,0.24444396793842316,0.5315648317337036,True,True,True,0.22841043770313263,0.24880069494247437,0.6137474775314331
P05,sequential,10,84f3d3e237,d9f6bb7cb333570fa80e508e444b49db0e1cde91640e19f363e7c17b18ebc3f1,b,3,True,0.24122847616672516,0.24444396793842316,0.5315648317337036,True,True,True,0.22841043770313263,0.24880069494247437,0.6137474775314331
P06,sequential,1,9019ba1ce1,5d52a0d716c9c76ad725e99e9910eb81a8db5770702f0e8e02e69aafd5818e14,a,1,False,0.016039207577705383,0.8770872950553894,0.052219681441783905,False,False,False,0.016039207577705383,0.8770872950553894,0.052219681441783905
P06,sequential,1,9019ba1ce1,5d52a0d716c9c76ad725e99e9910eb81a8db5770702f0e8e02e69aafd5818e14,b,1,False,0.016039207577705383,0.8770872950553894,0.052219681441783905,False,False,False,0.016039207577705383,0.8770872950553894,0.052219681441783905
P06,sequential,2,ed30630108,3b0dd622f8fe7c0ce8b4fb8173e2cf7f414d37dfc02b5b5ed5218ee1b7e428aa,a,2,True,0.022228486835956573,0.8333027362823486,0.07619599997997284,False,True,True,0.021894685924053192,0.8323414325714111,0.07550738751888275
P06,sequential,2,ed30630108,3b0dd622f8fe7c0ce8b4fb8173e2cf7f414d37dfc02b5b5ed5218ee1b7e428aa,b,2,True,0.022228486835956573,0.8333027362823486,0.07619599997997284,False,True,True,0.021894685924053192,0.8323414325714111,0.07550738751888275
P06,sequential,3,bcaf9e160a,fbbc2f2a6163d555e1cfe9aa8bd0b836abb7242576e8e31f189650aa2a3a61dd,a,2,True,0.02911248989403248,0.7905220985412598,0.0997520461678505,True,True,True,0.027665546163916588,0.802544891834259,0.10038287937641144
P06,sequential,3,bcaf9e160a,fbbc2f2a6163d555e1cfe9aa8bd0b836abb7242576e8e31f189650aa2a3a61dd,b,2,True,0.02911248989403248,0.7905220985412598,0.0997520461678505,True,True,True,0.027665546163916588,0.802544891834259,0.10038287937641144
P06,sequential,4,ee70e89bdf,999c822946c3ba0b1ba32398cf2aee0200536848c685cf8da8c0fc439dc5ea0c,a,2,True,0.04030841961503029,0.7304844260215759,0.14814046025276184,True,True,True,0.0399705246090889,0.7310468554496765,0.1485162079334259
P06,sequential,4,ee70e89bdf,999c822946c3ba0b1ba32398cf2aee0200536848c685cf8da8c0fc439dc5ea0c,b,2,True,0.04030841961503029,0.7304844260215759,0.14814046025276184,True,True,True,0.0399705246090889,0.7310468554496765,0.1485162079334259
P06,sequential,5,8710bfc1fe,b84bcc00604b0f5d45b0383d3fee5eb80b760ac6cce6f75ba3b8dfbdfe20fd14,a,3,True,0.06792251020669937,0.5909715294837952,0.21689721941947937,True,True,True,0.06218653917312622,0.6363136172294617,0.20595631003379822
P06,sequential,5,8710bfc1fe,b84bcc00604b0f5d45b0383d3fee5eb80b760ac6cce6f75ba3b8dfbdfe20fd14,b,3,True,0.06792251020669937,0.5909715294837952,0.21689721941947937,True,True,True,0.06218653917312622,0.6363136172294617,0.20595631003379822
P06,sequential,6,9e9b10b73a,a9729e585d5348ed34aaf1f92af2a3e0ec4dadf621f955e39646fb3f1af7ce00,a,3,True,0.06756208837032318,0.5814064145088196,0.23464888334274292,True,True,True,0.06265312433242798,0.6189848184585571,0.22700759768486023
P06,sequential,6,9e9b10b73a,a9729e585d5348ed34aaf1f92af2a3e0ec4dadf621f955e39646fb3f1af7ce00,b,3,True,0.06756208837032318,0.5814064145088196,0.23464888334274292,True,True,True,0.06265312433242798,0.6189848184585571,0.22700759768486023
P06,sequential,7,bc2c15a09c,a0348cfeb5cdaca256c07bd58d3bd4088750b2e9853c7faba0f4bacfba46129d,a,3,True,0.0670701339840889,0.5728539824485779,0.24356715381145477,True,True,True,0.06317729502916336,0.5966476798057556,0.23554255068302155
P06,sequential,7,bc2c15a09c,a0348cfeb5cdaca256c07bd58d3bd4088750b2e9853c7faba0f4bacfba46129d,b,3,True,0.0670701339840889,0.5728539824485779,0.24356715381145477,True,True,True,0.06317729502916336,0.5966476798057556,0.23554255068302155
P06,sequential,8,5bd3984379,ad66feeb437d1f0d721778bce79f6d8326bd6d7e76d101eea6ea0e32ab23ab23,a,3,True,0.06696654111146927,0.5530668497085571,0.27116531133651733,True,True,True,0.06358280777931213,0.5710340142250061,0.2616966962814331
P06,sequential,8,5bd3984379,ad66feeb437d1f0d721778bce79f6d8326bd6d7e76d101eea6ea0e32ab23ab23,b,3,True,0.06696654111146927,0.5530668497085571,0.27116531133651733,True,True,True,0.06358280777931213,0.5710340142250061,0.2616966962814331
P06,sequential,9,17d211a8d4,77acee908b5367fff308bee17f4dfb5e1154953057b0dd48eb5c1037893da094,a,3,True,0.06881317496299744,0.5451095104217529,0.2784115970134735,True,True,True,0.06640351563692093,0.5538173317909241,0.2803415060043335
P06,sequential,9,17d211a8d4,77acee908b5367fff308bee17f4dfb5e1154953057b0dd48eb5c1037893da094,b,3,True,0.06881317496299744,0.5451095104217529,0.2784115970134735,True,True,True,0.06640351563692093,0.5538173317909241,0.2803415060043335
P06,sequential,10,c56e51c9eb,6ed13d3ef40d6478f3185145cb8c85ca6e96ba102f208a54e7a96e68e905ef6a,a,3,True,0.13443037867546082,0.40591657161712646,0.3830995559692383,True,True,True,0.13372814655303955,0.4083770215511322,0.3900483250617981
P06,sequential,10,c56e51c9eb,6ed13d3ef40d6478f3185145cb8c85ca6e96ba102f208a54e7a96e68e905ef6a,b,3,True,0.13443037867546082,0.40591657161712646,0.3830995559692383,True,True,True,0.13372814655303955,0.4083770215511322,0.3900483250617981
P04-fixed3,fixed3,1,7a3d696871,72f0074fe7df1b717d90d2db6df234212b5df2afc6166f11a13d73a80952dcea,a,0,False,0.01840371824800968,0.8883209228515625,0.031728047877550125,False,False,False,0.01840371824800968,0.8883209228515625,0.031728047877550125
P04-fixed3,fixed3,1,7a3d696871,72f0074fe7df1b717d90d2db6df234212b5df2afc6166f11a13d73a80952dcea,b,0,False,0.01840371824800968,0.8883209228515625,0.031728047877550125,False,False,False,0.01840371824800968,0.8883209228515625,0.031728047877550125
P04-fixed3,fixed3,2,44337f50df,06b5c9dc02fbf13fc15f528b85b948100afb06fac95032453399dab4f05e8cb7,a,1,False,0.025968050584197044,0.8348621726036072,0.05477737635374069,False,True,False,0.023362623527646065,0.8567665219306946,0.05424788221716881
P04-fixed3,fixed3,2,44337f50df,06b5c9dc02fbf13fc15f528b85b948100afb06fac95032453399dab4f05e8cb7,b,2,True,0.025968050584197044,0.8348621726036072,0.05477737635374069,False,True,False,0.023362623527646065,0.8567665219306946,0.05424788221716881
P04-fixed3,fixed3,3,e5c5fae80c,fd9030e0ebd440bbeb4792bbf6b179300e8a955231e8966d01c9dc2613009445,a,0,False,0.018093613907694817,0.8852024078369141,0.033253010362386703,False,False,False,0.018137197941541672,0.8782609105110168,0.03545316308736801
P04-fixed3,fixed3,3,e5c5fae80c,fd9030e0ebd440bbeb4792bbf6b179300e8a955231e8966d01c9dc2613009445,b,0,False,0.018093613907694817,0.8852024078369141,0.033253010362386703,False,False,False,0.018137197941541672,0.8782609105110168,0.03545316308736801
P04-fixed3,fixed3,4,1c844bbafd,610444a04d2071dc68c45c67ea694bbe73d1fc08a0e46a256fb95b25dec271c3,a,1,False,0.035345517098903656,0.8041757941246033,0.07039143145084381,True,True,True,0.03527210280299187,0.800224244594574,0.07201632857322693
P04-fixed3,fixed3,4,1c844bbafd,610444a04d2071dc68c45c67ea694bbe73d1fc08a0e46a256fb95b25dec271c3,b,2,True,0.035345517098903656,0.8041757941246033,0.07039143145084381,True,True,True,0.03527210280299187,0.800224244594574,0.07201632857322693
P04-fixed3,fixed3,5,e5a9dd33a1,9733909576b2d9bb26aed98bdbe9e1b437d62b11ade73b89c980b1f866d6c745,a,2,True,0.20014876127243042,0.28137946128845215,0.5144404768943787,True,True,True,0.09146071970462799,0.5405318140983582,0.1740308552980423
P04-fixed3,fixed3,5,e5a9dd33a1,9733909576b2d9bb26aed98bdbe9e1b437d62b11ade73b89c980b1f866d6c745,b,2,True,0.20014876127243042,0.28137946128845215,0.5144404768943787,True,True,True,0.09146071970462799,0.5405318140983582,0.1740308552980423
P04-fixed3,fixed3,6,8494f0c8a1,f82b496989668c7523ce98f6f322fed5f4b0c62c48bfc767e7e40ac7d88ad421,a,0,False,0.11808444559574127,0.46854367852211,0.23934999108314514,True,True,True,0.07823135703802109,0.6631171107292175,0.14190733432769775
P04-fixed3,fixed3,6,8494f0c8a1,f82b496989668c7523ce98f6f322fed5f4b0c62c48bfc767e7e40ac7d88ad421,b,0,False,0.11808444559574127,0.46854367852211,0.23934999108314514,True,True,True,0.07823135703802109,0.6631171107292175,0.14190733432769775
P04-fixed3,fixed3,7,c3fd332aed,66d22f872d5942633870b0ffba1efd8b66dbe448111b726b71ea37dea445fee0,a,2,True,0.11908809095621109,0.4622059166431427,0.2421887218952179,True,True,True,0.08072896301746368,0.6453781127929688,0.15010370314121246
P04-fixed3,fixed3,7,c3fd332aed,66d22f872d5942633870b0ffba1efd8b66dbe448111b726b71ea37dea445fee0,b,2,True,0.11908809095621109,0.4622059166431427,0.2421887218952179,True,True,True,0.08072896301746368,0.6453781127929688,0.15010370314121246
P04-fixed3,fixed3,8,8ab89669f7,c7670b999d9252ef617d6cbbec3e54b1336560d72a7f72f15a8e106bb7c9d4db,a,2,True,0.12065834552049637,0.4554166793823242,0.25079846382141113,True,True,True,0.08268927037715912,0.6330306529998779,0.15840576589107513
P04-fixed3,fixed3,8,8ab89669f7,c7670b999d9252ef617d6cbbec3e54b1336560d72a7f72f15a8e106bb7c9d4db,b,2,True,0.12065834552049637,0.4554166793823242,0.25079846382141113,True,True,True,0.08268927037715912,0.6330306529998779,0.15840576589107513
P04-fixed3,fixed3,9,d1689f2e83,e73b8f420ce7b7adf3c6acd1e27c331defc6156df9568637b292a35bdf744403,a,0,False,0.07454399019479752,0.6816647052764893,0.12434537708759308,True,True,True,0.07073676586151123,0.6744562983512878,0.12051418423652649
P04-fixed3,fixed3,9,d1689f2e83,e73b8f420ce7b7adf3c6acd1e27c331defc6156df9568637b292a35bdf744403,b,0,False,0.07454399019479752,0.6816647052764893,0.12434537708759308,True,True,True,0.07073676586151123,0.6744562983512878,0.12051418423652649
P04-fixed3,fixed3,10,b2504bd037,95baf932315b5b66c219615243b71698caa3712c3a211d894c8e981a14e2def0,a,2,True,0.1456567794084549,0.5448765754699707,0.22375284135341644,True,True,True,0.14233317971229553,0.5573118925094604,0.2198472023010254
P04-fixed3,fixed3,10,b2504bd037,95baf932315b5b66c219615243b71698caa3712c3a211d894c8e981a14e2def0,b,2,True,0.1456567794084549,0.5448765754699707,0.22375284135341644,True,True,True,0.14233317971229553,0.5573118925094604,0.2198472023010254
P04-triggered,triggered,1,7a3d696871,72f0074fe7df1b717d90d2db6df234212b5df2afc6166f11a13d73a80952dcea,a,0,False,0.01840371824800968,0.8883209228515625,0.031728047877550125,False,False,False,0.01840371824800968,0.8883209228515625,0.031728047877550125
P04-triggered,triggered,1,7a3d696871,72f0074fe7df1b717d90d2db6df234212b5df2afc6166f11a13d73a80952dcea,b,0,False,0.01840371824800968,0.8883209228515625,0.031728047877550125,False,False,False,0.01840371824800968,0.8883209228515625,0.031728047877550125
P04-triggered,triggered,2,44337f50df,06b5c9dc02fbf13fc15f528b85b948100afb06fac95032453399dab4f05e8cb7,a,1,False,0.025968050584197044,0.8348621726036072,0.05477737635374069,False,True,False,0.023362623527646065,0.8567665219306946,0.05424788221716881
P04-triggered,triggered,2,44337f50df,06b5c9dc02fbf13fc15f528b85b948100afb06fac95032453399dab4f05e8cb7,b,2,True,0.025968050584197044,0.8348621726036072,0.05477737635374069,False,True,False,0.023362623527646065,0.8567665219306946,0.05424788221716881
P04-triggered,triggered,3,e5c5fae80c,fd9030e0ebd440bbeb4792bbf6b179300e8a955231e8966d01c9dc2613009445,a,0,False,0.018093613907694817,0.8852024078369141,0.033253010362386703,False,False,False,0.018137197941541672,0.8782609105110168,0.03545316308736801
P04-triggered,triggered,3,e5c5fae80c,fd9030e0ebd440bbeb4792bbf6b179300e8a955231e8966d01c9dc2613009445,b,0,False,0.018093613907694817,0.8852024078369141,0.033253010362386703,False,False,False,0.018137197941541672,0.8782609105110168,0.03545316308736801
P04-triggered,triggered,4,003b47f0d6,0dad891319963f217bc8f572380689d59a5e4c3a16af6d3a9f181c7399fef472,a,1,False,0.026393255218863487,0.8662427067756653,0.058615006506443024,False,False,True,0.03145251423120499,0.8049346804618835,0.06547147035598755
P04-triggered,triggered,4,003b47f0d6,0dad891319963f217bc8f572380689d59a5e4c3a16af6d3a9f181c7399fef472,b,1,False,0.026393255218863487,0.8662427067756653,0.058615006506443024,False,False,True,0.03145251423120499,0.8049346804618835,0.06547147035598755
P04-triggered,triggered,5,de0540477b,36e4aacca1f0e0f9d1f647dfc4f8b02e75f31fca083b8cfced9aff3ea0d67803,a,0,False,0.09568075835704803,0.5687956809997559,0.18760992586612701,True,True,True,0.07467646896839142,0.6490752696990967,0.13018178939819336
P04-triggered,triggered,5,de0540477b,36e4aacca1f0e0f9d1f647dfc4f8b02e75f31fca083b8cfced9aff3ea0d67803,b,0,False,0.09568075835704803,0.5687956809997559,0.18760992586612701,True,True,True,0.07467646896839142,0.6490752696990967,0.13018178939819336
P04-triggered,triggered,6,8494f0c8a1,f82b496989668c7523ce98f6f322fed5f4b0c62c48bfc767e7e40ac7d88ad421,a,0,False,0.11808444559574127,0.46854367852211,0.23934999108314514,True,True,True,0.07823135703802109,0.6631171107292175,0.14190733432769775
P04-triggered,triggered,6,8494f0c8a1,f82b496989668c7523ce98f6f322fed5f4b0c62c48bfc767e7e40ac7d88ad421,b,0,False,0.11808444559574127,0.46854367852211,0.23934999108314514,True,True,True,0.07823135703802109,0.6631171107292175,0.14190733432769775
P04-triggered,triggered,7,a3aee00b03,c232ff01835bf0e4dfecaa22e4fd006c07f29a84ce13ce0da227edc4f3ff397f,a,0,False,0.03167292848229408,0.8630642294883728,0.06362206488847733,True,False,True,0.03250129148364067,0.850684642791748,0.0666557252407074
P04-triggered,triggered,7,a3aee00b03,c232ff01835bf0e4dfecaa22e4fd006c07f29a84ce13ce0da227edc4f3ff397f,b,0,False,0.03167292848229408,0.8630642294883728,0.06362206488847733,True,False,True,0.03250129148364067,0.850684642791748,0.0666557252407074
P04-triggered,triggered,8,c2dfea3f7f,3014d2c1bde808ff66c027895de2e1ee37d9d75dd5307dce2d7ddfe17b9ab39f,a,1,False,0.04390442743897438,0.8412739634513855,0.08152759820222855,True,True,True,0.04752016440033913,0.7983755469322205,0.08751408755779266
P04-triggered,triggered,8,c2dfea3f7f,3014d2c1bde808ff66c027895de2e1ee37d9d75dd5307dce2d7ddfe17b9ab39f,b,1,False,0.04390442743897438,0.8412739634513855,0.08152759820222855,True,True,True,0.04752016440033913,0.7983755469322205,0.08751408755779266
P04-triggered,triggered,9,d1689f2e83,e73b8f420ce7b7adf3c6acd1e27c331defc6156df9568637b292a35bdf744403,a,0,False,0.07454399019479752,0.6816647052764893,0.12434537708759308,True,True,True,0.07073676586151123,0.6744562983512878,0.12051418423652649
P04-triggered,triggered,9,d1689f2e83,e73b8f420ce7b7adf3c6acd1e27c331defc6156df9568637b292a35bdf744403,b,0,False,0.07454399019479752,0.6816647052764893,0.12434537708759308,True,True,True,0.07073676586151123,0.6744562983512878,0.12051418423652649
P04-triggered,triggered,10,a8b565588c,58cf0a97042c8d759c39b05ac806a834666f5b16faa12492af10149e9be2adcf,a,0,False,0.14220327138900757,0.694753885269165,0.18617664277553558,True,True,True,0.14823032915592194,0.6199067234992981,0.19212482869625092
P04-triggered,triggered,10,a8b565588c,58cf0a97042c8d759c39b05ac806a834666f5b16faa12492af10149e9be2adcf,b,0,False,0.14220327138900757,0.694753885269165,0.18617664277553558,True,True,True,0.14823032915592194,0.6199067234992981,0.19212482869625092
